 Average of  Max VisibilityKm ,Volume Share of Category
16,0.097213612
16,0.097239945
16,0.093246157
16,0.094543584
16,0.092581334
16,0.094074887
16,0.100971184
16,0.101842646
16,0.100843365
16,0.077946692
16,0.127899629
14.42857143,0.124397858
16,0.116125131
16,0.069989279
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
15.14285714,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
15,0
15.71428571,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.28571429,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
15.14285714,0
16,0
16,0
16,0
16,0
16,0
16,0
15.71428571,0
16,0
15.14285714,0
16,0
16,0
15.71428571,0
15.71428571,0
14.33333333,0
16,0
16,0
16,0
16,0.000109868
16,0.000368165
16,0.000846471
16,0.002175946
16,0.007210257
16,0.011975367
16,0.030165082
16,0.032199955
16,0.023561476
16,0.030740029
16,0.027570428
16,0.048266458
16,0.069798485
16,0.070305517
16,0.06280417
16,0.060580068
16,0.049866434
16,0.064019961
16,0.080933654
16,0.091312023
16,0.07791187
16,0.085989535
16,0.086516661
16,0.096102599
16,0.07770249
16,0.073708452
16,0.078883718
16,0.08965521
16,0.074958099
16,0.087659231
16,0.081531548
16,0.07457795
16,0.079243257
16,0.071835785
16,0.098080315
16,0.083768903
16,0.076696337
16,0.075855155
16,0.089213536
16,0.091108803
16,0.07819531
16,0.082765527
16,0.078795273
15.57142857,0.083937559
16,0.070589002
15.28571429,0.074568728
15.28571429,0.078223916
14.28571429,0.097890769
16,0.09379852
13.14285714,0.073389368
16,0.085815414
14,0.063921673
16,0.076118392
16,0.072545887
15.14285714,0.060896604
15.71428571,0.062842929
16,0.05962213
16,0.068620141
16,0.076479701
16,0.071891403
16,0.085651033
16,0.078926859
16,0.081938841
16,0.077152638
16,0.068889361
16,0.080683683
16,0.08059836
16,0.06908028
16,0.091764694
16,0.076831898
16,0.089457908
16,0.095122221
16,0.104040474
16,0.09930556
16,0.082227514
16,0.092007461
16,0.098061337
16,0.087634953
16,0.10637314
16,0.094262057
16,0.094143989
16,0.077154967
16,0.083776644
16,0.088541598
16,0.073183971
16,0.082743602
16,0.076356803
16,0.101890935
16,0.102307003
16,0.090351536
16,0.122606067
16,0.118324916
16,0.107147109
16,0.099093455
16,0.125737176
16,0.136002145
16,0.108507368
16,0.096519376
16,0.118483994
15.28571429,0.109379683
16,0.116466174
16,0.109897133
16,0.133067847
16,0.141793057
16,0.092844424
14.5,0.118875988
16,0.102505999
15.57142857,0.10832494
16,0.1374542
16,0.12148929
16,0.133177778
16,0.116465245
16,0.1275683
16,0.149134886
16,0.124885424
16,0.098490132
16,0.117649677
16,0.103523532
16,0.120448344
16,0.115871445
16,0.13161208
16,0.110238347
15.6,0.14084708
16,0.143790962
16,0.127214762
16,0.119891323
16,0.110676815
16,0.116347206
16,0.11089037
16,0.110029764
16,0.135398357
16,0.136971018
16,0.128371758
16,0.114573126
16,0.121760525
16,0.107025412
16,0.121278711
16,0.154434678
16,0.130458811
16,0.115800862
16,0.136203897
16,0.123544034
16,0.105353476
16,0.116563396
16,0.12568711
16,0.095686703
14.42857143,0.113730686
16,0.113424618
16,0.113762406
16,0.027975287
16,0.034217862
16,0.028684961
16,0.032077092
15.28571429,0.029442975
16,0.03395404
16,0.037649679
16,0.038473169
16,0.042380297
15.14285714,0.038686854
15.71428571,0.036976436
16,0.040406165
16,0.041258519
16,0.04219655
16,0.041673458
16,0.039361031
15,0.039050104
15.71428571,0.030225574
16,0.032975609
16,0.035006299
16,0.035695479
16,0.041571232
16,0.038505072
16,0.039953282
16,0.044610635
16,0.038235559
16,0.043056691
16,0.042798087
16,0.050857663
16,0.052073242
16,0.044005814
15.28571429,0.043435885
16,0.044912024
16,0.044214926
16,0.044963383
16,0.050014696
16,0.044216765
16,0.047981538
16,0.05145372
16,0.052907972
16,0.054962138
15.14285714,0.054821526
16,0.051271528
16,0.05426512
16,0.05144629
16,0.05577842
16,0.05337318
16,0.059608626
15.71428571,0.062810191
16,0.058576217
15.14285714,0.058943308
16,0.059479256
16,0.059818463
15.71428571,0.058700974
15.71428571,0.060013454
14.33333333,0.065290443
16,0.061167257
16,0.070930064
16,0.068918235
16,0.061239035
16,0.065832252
16,0.058686073
16,0.056610337
16,0.064424053
16,0.054168164
16,0.053181578
16,0.050566739
16,0.055908174
16,0.044910987
16,0.048759311
16,0.052113735
16,0.061293628
16,0.058024483
16,0.054147812
16,0.045391546
16,0.049922596
16,0.056493668
16,0.048081342
16,0.0481095
16,0.055839696
16,0.055448128
16,0.058548299
16,0.054369677
16,0.056323777
16,0.059362653
16,0.059330636
16,0.051862448
16,0.060566508
16,0.055173166
16,0.064897964
16,0.060163428
16,0.060507658
16,0.054459727
16,0.048601648
16,0.049885357
16,0.048530639
16,0.047855192
16,0.044804633
16,0.04497659
16,0.045868219
16,0.055842001
16,0.042849141
15.57142857,0.044331338
16,0.04454757
15.28571429,0.048476989
15.28571429,0.052921583
14.28571429,0.05496752
16,0.051382153
13.14285714,0.0586242
16,0.056859293
14,0.058124603
16,0.052813422
16,0.05902543
15.14285714,0.058888252
15.71428571,0.059642753
16,0.058032919
16,0.060650541
16,0.061678459
16,0.057559194
16,0.059827432
16,0.060299629
16,0.047147805
16,0.054470972
16,0.055208583
16,0.053759145
16,0.049813575
16,0.052528106
16,0.052118169
16,0.049324181
16,0.049584971
16,0.049447954
16,0.048522069
16,0.050465358
16,0.052570357
16,0.05161594
16,0.0555039
16,0.057384908
16,0.053229393
16,0.052991669
16,0.050643208
16,0.054220147
16,0.055290816
16,0.052579688
16,0.05354369
16,0.052972966
16,0.053260056
16,0.049616042
16,0.055453299
16,0.051568405
16,0.053612749
16,0.04893963
16,0.054718772
16,0.054820022
16,0.047665073
16,0.047908219
16,0.045369114
16,0.049502419
16,0.059804707
15.28571429,0.061275129
16,0.054967188
16,0.056415296
16,0.053300005
16,0.060392138
16,0.053046822
14.5,0.057173943
16,0.055311917
15.57142857,0.052337514
16,0.052920172
16,0.061266994
16,0.059245985
16,0.064498251
16,0.054177824
16,0.05833503
16,0.061048043
16,0.056175845
16,0.056089402
16,0.057368082
16,0.058331916
16,0.063639301
16,0.058954362
16,0.060232695
15.6,0.057336569
16,0.053486057
16,0.061304418
16,0.056990503
16,0.058628403
16,0.054801556
16,0.056722154
16,0.061923018
16,0.059551614
16,0.05688748
16,0.054297745
16,0.059076782
16,0.05256836
16,0.054999686
16,0.055300333
16,0.056535736
16,0.0558256
16,0.056621995
16,0.052932902
16,0.055483067
16,0.055741159
16,0.050799759
16,0.051254007
16,0.047603234
14.42857143,0.054708271
16,0.050281269
16,0.0467806
16,0.093629484
16,0.102886603
16,0.116551066
16,0.119691034
15.28571429,0.103928289
16,0.096350101
16,0.068546052
16,0.074847802
16,0.087560817
15.14285714,0.077023071
15.71428571,0.065564477
16,0.084832844
16,0.098056047
16,0.079555776
16,0.084553385
16,0.103159479
15,0.105357972
15.71428571,0.088088345
16,0.110067473
16,0.135019194
16,0.114849348
16,0.119546727
16,0.115988492
16,0.141477906
16,0.177710826
16,0.161499506
16,0.147346959
16,0.14043712
16,0.132106386
16,0.159860304
16,0.142505547
15.28571429,0.136418443
16,0.18552033
16,0.176156485
16,0.146940062
16,0.148031113
16,0.147392455
16,0.167906257
16,0.148919747
16,0.143389618
16,0.162187031
15.14285714,0.163071202
16,0.18486357
16,0.155714577
16,0.207308734
16,0.157031051
16,0.1068078
16,0.133208318
15.71428571,0.101119367
16,0.129866105
15.14285714,0.132089937
16,0.117473921
16,0.126212124
15.71428571,0.133895331
15.71428571,0.155703594
14.33333333,0.153708291
16,0.186415058
16,0.136914372
16,0.130914713
16,0.128435514
16,0.154634337
16,0.129511052
16,0.12951611
16,0.141576565
16,0.131970939
16,0.235903056
16,0.179340821
16,0.166138157
16,0.193174804
16,0.124014584
16,0.158180614
16,0.207417878
16,0.199214885
16,0.177848099
16,0.167263091
16,0.145721724
16,0.182095287
16,0.208025396
16,0.228749654
16,0.19481097
16,0.202510127
16,0.208401421
16,0.223718538
16,0.17936778
16,0.171763283
16,0.171238096
16,0.204767239
16,0.16446196
16,0.19272533
16,0.163541037
16,0.149896127
16,0.158969193
16,0.154815327
16,0.218865203
16,0.168421851
16,0.16609945
16,0.147271057
16,0.19817989
16,0.245637323
16,0.186360501
16,0.180603599
16,0.16249611
15.57142857,0.183313658
16,0.167687226
15.28571429,0.163165904
15.28571429,0.18798821
14.28571429,0.233591055
16,0.206658945
13.14285714,0.162754771
16,0.184476816
14,0.130837447
16,0.165560426
16,0.144138791
15.14285714,0.130639228
15.71428571,0.129042717
16,0.125012393
16,0.142359466
16,0.160591124
16,0.166879872
16,0.188861548
16,0.177618218
16,0.17061632
16,0.153172576
16,0.157503504
16,0.179694147
16,0.169287644
16,0.151542989
16,0.205320637
16,0.169355859
16,0.20357921
16,0.206953163
16,0.219805849
16,0.213959385
16,0.182812642
16,0.201173428
16,0.207148926
16,0.176944087
16,0.226097993
16,0.189446835
16,0.186433195
16,0.14670541
16,0.160459006
16,0.164578942
16,0.134497698
16,0.158662989
16,0.139986075
16,0.199970411
16,0.197460436
16,0.169587658
16,0.235413101
16,0.219510568
16,0.22866572
16,0.181978266
16,0.237548205
16,0.276748847
16,0.204808066
16,0.165836499
16,0.212342348
15.28571429,0.200311954
16,0.219744166
16,0.199759382
16,0.246323634
16,0.248567127
16,0.17089743
14.5,0.214312201
16,0.177760274
15.57142857,0.206994674
16,0.252206757
16,0.215166622
16,0.226152273
16,0.203768324
16,0.241410757
16,0.274689578
16,0.232471543
16,0.185944689
16,0.220122729
16,0.183373679
16,0.214970783
16,0.193894916
16,0.251960548
16,0.183727095
15.6,0.246580035
16,0.248159292
16,0.205448643
16,0.202556177
16,0.188841483
16,0.194310186
16,0.18558414
16,0.171814606
16,0.23443822
16,0.25584732
16,0.210748146
16,0.182317463
16,0.208380175
16,0.164133304
16,0.194300072
16,0.262690144
16,0.209969359
16,0.190302757
16,0.225861671
16,0.211160346
16,0.163750005
16,0.179812408
16,0.219813284
16,0.168389215
14.42857143,0.184714707
16,0.176674522
16,0.194531042
16,0.114496014
16,0.127484808
16,0.138056673
16,0.150653419
15.28571429,0.129621692
16,0.124731826
16,0.079214908
16,0.096947478
16,0.104942762
15.14285714,0.089251885
15.71428571,0.078165724
16,0.109101003
16,0.123773512
16,0.089932119
16,0.094147007
16,0.103884515
15,0.098744561
15.71428571,0.083318685
16,0.09619424
16,0.131081659
16,0.105605087
16,0.095794453
16,0.079939276
16,0.100393494
16,0.137200212
16,0.132765984
16,0.133947928
16,0.092572038
16,0.08632905
16,0.106873363
16,0.10288035
15.28571429,0.083776227
16,0.133090525
16,0.117747621
16,0.103201619
16,0.133596149
16,0.103121227
16,0.10455541
16,0.100768051
16,0.085460755
16,0.113927858
15.14285714,0.10574407
16,0.10279633
16,0.093888271
16,0.161655241
16,0.124388051
16,0.091741036
16,0.102079755
15.71428571,0.084982679
16,0.104222378
15.14285714,0.099563547
16,0.087510652
16,0.091902004
15.71428571,0.110899311
15.71428571,0.126087277
14.33333333,0.118334481
16,0.169174482
16,0.119400266
16,0.106604329
16,0.109747328
16,0.129597869
16,0.097756857
16,0.105837755
16,0.107854786
16,0.101313408
16,0.179105125
16,0.155118189
16,0.12780244
16,0.148571016
16,0.097048073
16,0.11510018
16,0.155882702
16,0.152934915
16,0.124443759
16,0.11483862
16,0.101066532
16,0.112237973
16,0.139416265
16,0.168802041
16,0.126151719
16,0.129550155
16,0.131921565
16,0.149282746
16,0.1171447
16,0.108077559
16,0.104524628
16,0.133727425
16,0.100149695
16,0.132567013
16,0.11253153
16,0.102614077
16,0.109528716
16,0.101605836
16,0.147339353
16,0.112397147
16,0.107871466
16,0.104305218
16,0.132797659
16,0.15615241
16,0.123737735
16,0.11579806
16,0.108813515
15.57142857,0.13482458
16,0.105952679
15.28571429,0.107856864
15.28571429,0.12112307
14.28571429,0.15260968
16,0.131457405
13.14285714,0.104979697
16,0.120883434
14,0.085375008
16,0.103346709
16,0.093273284
15.14285714,0.089350745
15.71428571,0.086325793
16,0.09199556
16,0.094215866
16,0.117520383
16,0.110069694
16,0.126480945
16,0.110536815
16,0.110573845
16,0.10520167
16,0.098778951
16,0.120037192
16,0.104232422
16,0.089684801
16,0.127529377
16,0.107731056
16,0.122845266
16,0.138048125
16,0.129671046
16,0.128017872
16,0.11326345
16,0.114211327
16,0.131813082
16,0.110588916
16,0.142858613
16,0.126065255
16,0.122509627
16,0.098153637
16,0.100408121
16,0.10827521
16,0.08484966
16,0.105434115
16,0.087170065
16,0.13161308
16,0.137957122
16,0.120784116
16,0.167069186
16,0.14983485
16,0.143386887
16,0.121141749
16,0.161896887
16,0.196900272
16,0.135849657
16,0.107662529
16,0.128474924
15.28571429,0.124023519
16,0.12360404
16,0.124581161
16,0.169001089
16,0.164802072
16,0.112582542
14.5,0.134528698
16,0.123499913
15.57142857,0.128272224
16,0.159855142
16,0.141086243
16,0.148820712
16,0.124018138
16,0.149149748
16,0.166360192
16,0.138200056
16,0.108558825
16,0.129200397
16,0.112609631
16,0.135682348
16,0.12384597
16,0.149501974
16,0.116017552
15.6,0.145003481
16,0.154011968
16,0.122760054
16,0.118380087
16,0.110994396
16,0.115248037
16,0.106688729
16,0.098597047
16,0.142656969
16,0.139960943
16,0.133579674
16,0.106942081
16,0.117692998
16,0.096958666
16,0.120933433
16,0.162218687
16,0.120219311
16,0.115800862
16,0.132950187
16,0.127976107
16,0.109853212
16,0.109702044
16,0.122911915
16,0.099048343
14.42857143,0.112192397
16,0.102156568
16,0.1147906
16,0.096286608
16,0.093718701
16,0.08158424
16,0.090429848
15.28571429,0.07658448
16,0.096608305
16,0.09195212
16,0.093714658
16,0.091922614
15.14285714,0.084555445
15.71428571,0.076845423
16,0.07890378
16,0.080489507
16,0.086744258
16,0.086219188
16,0.077166268
15,0.074214968
15.71428571,0.065935927
16,0.076773187
16,0.077248212
16,0.063983085
16,0.074582369
16,0.07031079
16,0.071250423
16,0.070947853
16,0.059322222
16,0.067147748
16,0.069367346
16,0.07411796
16,0.078688415
16,0.071146594
15.28571429,0.072801498
16,0.072954954
16,0.071464632
16,0.067720502
16,0.076713532
16,0.059138784
16,0.077006259
16,0.070740504
16,0.068378783
16,0.070907844
15.14285714,0.06842928
16,0.06734322
16,0.073851809
16,0.0689031
16,0.064361788
16,0.062101375
16,0.070485343
15.71428571,0.064543993
16,0.065751716
15.14285714,0.074688352
16,0.074990404
16,0.068646216
15.71428571,0.070639008
15.71428571,0.067716794
14.33333333,0.076668394
16,0.072453755
16,0.07753016
16,0.076985931
16,0.0724882
16,0.080242242
16,0.07214575
16,0.070140066
16,0.070200425
16,0.066359869
16,0.063502772
16,0.070084392
16,0.07224676
16,0.062268121
16,0.06357678
16,0.065989167
16,0.075069103
16,0.075806829
16,0.068647914
16,0.066215271
16,0.07260397
16,0.074300333
16,0.070385005
16,0.068700876
16,0.071338079
16,0.071604103
16,0.078003139
16,0.075433709
16,0.070335566
16,0.076368803
16,0.078884987
16,0.067421766
16,0.075811137
16,0.070599789
16,0.077835196
16,0.076805708
16,0.076641791
16,0.076239523
16,0.07064933
16,0.06478313
16,0.067132285
16,0.064956964
16,0.060424767
16,0.060404679
16,0.071594443
16,0.074522319
16,0.055875049
15.57142857,0.062864693
16,0.061675109
15.28571429,0.065744423
15.28571429,0.068505528
14.28571429,0.070808223
16,0.06963044
13.14285714,0.080345629
16,0.076929963
14,0.075581074
16,0.072485722
16,0.072901499
15.14285714,0.075506042
15.71428571,0.075612333
16,0.072326996
16,0.082666978
16,0.081333291
16,0.075555913
16,0.072433881
16,0.074654651
16,0.065245743
16,0.069146402
16,0.069208866
16,0.072124356
16,0.063764421
16,0.063523843
16,0.061218097
16,0.061803475
16,0.062898126
16,0.062759392
16,0.064921373
16,0.061163436
16,0.067235069
16,0.068799797
16,0.06769727
16,0.067995196
16,0.063678285
16,0.067663764
16,0.062445218
16,0.065728864
16,0.063252693
16,0.063897399
16,0.063523322
16,0.063763755
16,0.069097668
16,0.062388019
16,0.066651312
16,0.06669556
16,0.073148233
16,0.064834022
16,0.075297029
16,0.070807796
16,0.063247802
16,0.061946612
16,0.064339849
16,0.062311608
16,0.066137146
15.28571429,0.07154993
16,0.068767062
16,0.065087538
16,0.069010543
16,0.069814717
16,0.069696007
14.5,0.070689893
16,0.071976034
15.57142857,0.068047692
16,0.066100541
16,0.08454877
16,0.07136059
16,0.071119739
16,0.069627924
16,0.067763619
16,0.068499881
16,0.064637703
16,0.063588055
16,0.066265095
16,0.072299472
16,0.069299421
16,0.068817655
16,0.071378338
15.6,0.06804126
16,0.067664038
16,0.072812843
16,0.06905089
16,0.068607359
16,0.068711601
16,0.068454651
16,0.072496206
16,0.068839032
16,0.067770342
16,0.06502778
16,0.06794905
16,0.061221483
16,0.069938944
16,0.063356004
16,0.065120681
16,0.067327439
16,0.070956847
16,0.067303452
16,0.065952893
16,0.066705179
16,0.061249116
16,0.063464322
16,0.059140036
14.42857143,0.059396091
16,0.060273691
16,0.055738321
16,0.031631508
16,0.036910406
16,0.033757942
16,0.036218065
15.28571429,0.028802875
16,0.040800554
16,0.034104194
16,0.041004505
16,0.033602616
15.14285714,0.032492282
15.71428571,0.028494863
16,0.035456504
16,0.034995103
16,0.040859178
16,0.040525804
16,0.042042148
15,0.041165541
15.71428571,0.036973179
16,0.0392579
16,0.040577089
16,0.037750011
16,0.041262064
16,0.041874827
16,0.040465688
16,0.043422263
16,0.036945921
16,0.034390207
16,0.038785486
16,0.043988284
16,0.045559908
16,0.045696364
15.28571429,0.044223526
16,0.047780167
16,0.045196487
16,0.040286976
16,0.045876815
16,0.040823787
16,0.047822296
16,0.04852365
16,0.047156066
16,0.055323251
15.14285714,0.050073818
16,0.051844602
16,0.059877486
16,0.05548984
16,0.060397442
16,0.060970198
16,0.062911471
15.71428571,0.073869113
16,0.061467626
15.14285714,0.055388899
16,0.050541655
16,0.059619746
15.71428571,0.067642319
15.71428571,0.066276802
14.33333333,0.067430862
16,0.06176932
16,0.073905063
16,0.064390049
16,0.070852472
16,0.081579296
16,0.072780603
16,0.060903355
16,0.069264508
16,0.06703961
16,0.065735405
16,0.059422857
16,0.052742725
16,0.060283286
16,0.048449489
16,0.05819605
16,0.056433709
16,0.058178692
16,0.064894243
16,0.054868934
16,0.054609397
16,0.05877186
16,0.054675354
16,0.04914936
16,0.057468561
16,0.059630655
16,0.056706245
16,0.053398827
16,0.053285076
16,0.052081171
16,0.0524764
16,0.04529016
16,0.047615849
16,0.048970563
16,0.053657929
16,0.052986049
16,0.052935989
16,0.056868815
16,0.059515924
16,0.056576927
16,0.062462887
16,0.067305826
16,0.067459034
16,0.070400986
16,0.065171001
16,0.075520474
16,0.074071598
15.57142857,0.071763416
16,0.061815803
15.28571429,0.059792017
15.28571429,0.094395791
14.28571429,0.096800865
16,0.094612138
13.14285714,0.080388238
16,0.087136391
14,0.088355149
16,0.092839912
16,0.09755644
15.14285714,0.09205135
15.71428571,0.076937905
16,0.081714707
16,0.084903417
16,0.081383263
16,0.085007771
16,0.084050534
16,0.087685652
16,0.071394096
16,0.081580694
16,0.083373529
16,0.076782897
16,0.075719417
16,0.073643356
16,0.073066958
16,0.071366715
16,0.069986224
16,0.066346082
16,0.072560644
16,0.075503092
16,0.071837133
16,0.069059544
16,0.069974224
16,0.064019241
16,0.063464168
16,0.062909677
16,0.058261797
16,0.065040831
16,0.071444792
16,0.063182177
16,0.06820307
16,0.065696727
16,0.076494025
16,0.078795951
16,0.079787037
16,0.087730798
16,0.091977159
16,0.080915713
16,0.091222979
16,0.097881851
16,0.094894976
16,0.093252029
16,0.080616448
16,0.082212973
16,0.101247187
15.28571429,0.089235513
16,0.094729978
16,0.084838767
16,0.07328048
16,0.079953444
16,0.082550105
14.5,0.081967576
16,0.092151424
15.57142857,0.101721983
16,0.091743694
16,0.09132078
16,0.086694142
16,0.087025652
16,0.078769872
16,0.080768687
16,0.07784684
16,0.071462852
16,0.070118001
16,0.068830836
16,0.067751445
16,0.069291919
16,0.065233939
16,0.061420714
15.6,0.062799081
16,0.052696138
16,0.066602154
16,0.06696101
16,0.060603711
16,0.062870532
16,0.06360282
16,0.059127497
16,0.064823831
16,0.06547823
16,0.057376064
16,0.060635011
16,0.065201193
16,0.066260169
16,0.063258422
16,0.068608237
16,0.071176629
16,0.072153117
16,0.069311058
16,0.068993043
16,0.07013687
16,0.066888068
16,0.074873299
16,0.079899288
14.42857143,0.083050024
16,0.082338759
16,0.07594248
16,0
16,0
16,0.001156037
16,0
15.28571429,0
16,0.001073397
16,0
16,0.003780233
16,0
15.14285714,0
15.71428571,0.001063843
16,0.00216222
16,0.001861643
16,0
16,0
16,0.001004854
15,0
15.71428571,0
16,0
16,0.001152637
16,0.001040868
16,0.000475553
16,0.001437762
16,0.002733851
16,0.003354183
16,0.004114809
16,0.005720617
16,0.003867007
16,0.004211999
16,0.00458463
16,0.006041515
15.28571429,0.015983433
16,0.017483238
16,0.011544487
16,0.009280485
16,0.013964593
16,0.01433245
16,0.015754501
16,0.018507148
16,0.036293194
16,0.060515686
15.14285714,0.064767113
16,0.070505498
16,0.058082013
16,0.058106781
16,0.060784352
16,0.065723595
16,0.077628343
15.71428571,0.080869843
16,0.081085759
15.14285714,0.089718264
16,0.102553219
16,0.091713873
15.71428571,0.076401466
15.71428571,0.065616784
14.33333333,0.072439009
16,0.108915142
16,0.139889634
16,0.125323308
16,0.120805473
16,0.13536211
16,0.101348984
16,0.086375608
16,0.095085864
16,0.090853543
16,0.120504074
16,0.184620415
16,0.128184989
16,0.123819686
16,0.077833937
16,0.099753963
16,0.091165368
16,0.095844162
16,0.115127114
16,0.105873524
16,0.104236553
16,0.173329656
16,0.1052687
16,0.095588891
16,0.082903821
16,0.109571972
16,0.111213426
16,0.138778025
16,0.149149584
16,0.16155621
16,0.161611277
16,0.128524289
16,0.158583494
16,0.150664038
16,0.13577332
16,0.17090009
16,0.160628331
16,0.138514129
16,0.174965732
16,0.171105009
16,0.165347738
16,0.205690014
16,0.25575368
16,0.155924124
16,0.165380224
16,0.164609733
16,0.199865245
15.57142857,0.221118086
16,0.249631082
15.28571429,0.26766436
15.28571429,0.187679441
14.28571429,0.165183184
16,0.168186441
13.14285714,0.265182999
16,0.238282554
14,0.273642219
16,0.255024621
16,0.18213199
15.14285714,0.160768142
15.71428571,0.127459651
16,0.136607382
16,0.339643467
16,0.268358069
16,0.312770566
16,0.279154667
16,0.384737246
16,0.188118258
16,0.300577156
16,0.1948965
16,0.274986171
16,0.271010925
16,0.257868908
16,0.290517326
16,0.257273763
16,0.188819504
16,0.193424165
16,0.203585155
16,0.172180958
16,0.148204531
16,0.250952602
16,0.450512426
16,0.342751859
16,0.352217268
16,0.172786449
16,0.152915959
16,0.156262235
16,0.16079475
16,0.211097711
16,0.364005951
16,0.333704093
16,0.343552452
16,0.389331623
16,0.408575712
16,0.275735142
16,0.305745647
16,0.406468857
16,0.403925928
16,0.35401137
16,0.325672201
16,0.6893826
16,0.492500794
16,0.460277355
16,0.303978956
15.28571429,0.312880749
16,0.28884138
16,0.242519865
16,0.549671144
16,0.409188027
16,0.509288
14.5,0.355371861
16,0.287548551
15.57142857,0.228469573
16,0.224913104
16,0.462698349
16,0.484773367
16,0.602604039
16,0.404892822
16,0.352334188
16,0.271688478
16,0.213285294
16,0.262403206
16,0.2963505
16,0.49705115
16,0.318929202
16,0.300556766
16,0.258456664
15.6,0.337588157
16,0.469945262
16,0.271357838
16,0.394936121
16,0.257716201
16,0.313555715
16,0.268967371
16,0.375535161
16,0.327852294
16,0.253451481
16,0.467946597
16,0.345177415
16,0.308705778
16,0.345304574
16,0.464609635
16,0.455362282
16,0.426303464
16,0.387095924
16,0.484167027
16,0.449765567
16,0.300301114
16,0.59304757
16,0.431623589
16,0.449205793
14.42857143,0.527368237
16,0.645258354
16,0.577567898
16,0.065862666
16,0.090760386
16,0.096733144
16,0.106848456
15.28571429,0.073922575
16,0.101238402
16,0.086750491
16,0.091461216
16,0.092299567
15.14285714,0.091451289
15.71428571,0.09001301
16,0.091871072
16,0.097071665
16,0.092808285
16,0.102686209
16,0.098434289
15,0.098066779
15.71428571,0.080796904
16,0.090539609
16,0.107997293
16,0.1049088
16,0.100515713
16,0.092978515
16,0.086824402
16,0.100676826
16,0.087059334
16,0.078786728
16,0.103650752
16,0.113067448
16,0.109022049
16,0.101513001
15.28571429,0.095379347
16,0.107212696
16,0.100386066
16,0.097728109
16,0.098153732
16,0.095077779
16,0.111665278
16,0.11225724
16,0.109070618
16,0.116519325
15.14285714,0.110758097
16,0.120133136
16,0.127445306
16,0.128493498
16,0.132976984
16,0.136677357
16,0.147732862
15.71428571,0.153735992
16,0.133712819
15.14285714,0.133864523
16,0.125147499
16,0.1289196
15.71428571,0.160593301
15.71428571,0.155518027
14.33333333,0.183622817
16,0.143997184
16,0.157611063
16,0.143265686
16,0.145400186
16,0.167872051
16,0.152907516
16,0.15823796
16,0.161348657
16,0.173734845
16,0.177040657
16,0.160431821
16,0.135624895
16,0.15031769
16,0.111878365
16,0.131470296
16,0.135807095
16,0.133891323
16,0.136630798
16,0.125414176
16,0.106253476
16,0.115365847
16,0.115306666
16,0.106155347
16,0.137004884
16,0.141942549
16,0.134419216
16,0.121273928
16,0.126901092
16,0.119411286
16,0.125070647
16,0.128667714
16,0.13142649
16,0.140384008
16,0.148162247
16,0.14700151
16,0.14601922
16,0.141521315
16,0.139776264
16,0.132646115
16,0.138242081
16,0.13890847
16,0.148048869
16,0.14857776
16,0.15735166
16,0.175199624
16,0.153793749
15.57142857,0.172605161
16,0.15104026
15.28571429,0.155309424
15.28571429,0.203736587
14.28571429,0.193204838
16,0.189493727
13.14285714,0.156022542
16,0.169555513
14,0.169341839
16,0.18304944
16,0.21285868
15.14285714,0.198154437
15.71428571,0.176539887
16,0.184510013
16,0.170484797
16,0.170257399
16,0.181650269
16,0.173103117
16,0.176379989
16,0.162414917
16,0.183047564
16,0.192160571
16,0.1689062
16,0.152763428
16,0.160404364
16,0.154978855
16,0.141271816
16,0.16462486
16,0.144858404
16,0.161764643
16,0.171388455
16,0.173130059
16,0.160828578
16,0.161045226
16,0.156888973
16,0.153596446
16,0.177782619
16,0.178861687
16,0.1707629
16,0.190737477
16,0.198941808
16,0.179532993
16,0.164264544
16,0.186677088
16,0.187963126
16,0.183218123
16,0.199296872
16,0.212918276
16,0.188821705
16,0.21004529
16,0.205648791
16,0.208791339
16,0.196371956
16,0.181235104
16,0.16937179
16,0.230033508
15.28571429,0.230867025
16,0.220307368
16,0.189398094
16,0.167711439
16,0.17564602
16,0.181617927
14.5,0.181899656
16,0.203796847
15.57142857,0.22676959
16,0.224354919
16,0.202205994
16,0.192195576
16,0.194383549
16,0.183127117
16,0.161878337
16,0.196602081
16,0.195529399
16,0.211465715
16,0.19312569
16,0.178311374
16,0.164644683
16,0.177948181
16,0.153194101
15.6,0.152775765
16,0.138176571
16,0.17817871
16,0.161638053
16,0.161122118
16,0.165340224
16,0.159068844
16,0.145999641
16,0.148862217
16,0.156257644
16,0.134905582
16,0.151149465
16,0.149865747
16,0.156987682
16,0.159082276
16,0.164268082
16,0.178689591
16,0.168957381
16,0.168168566
16,0.170193794
16,0.200645347
16,0.172553765
16,0.182540182
16,0.175854319
14.42857143,0.180346637
16,0.168639232
16,0.172860496
16,0.000201261
16,0.00026577
16,0.000828019
16,0.00055625
15.28571429,0.000450198
16,0.003716273
16,0.003499907
16,0.001726419
16,0.002530882
15.14285714,0.001974332
15.71428571,0.002608157
16,0.000603077
16,0.00069342
16,0.00314489
