 Average of Dew PointC ,Unit Sales
6.142857143,3262
7.142857143,3216
6.4,3591
10.28571429,3673
10.85714286,4123
11.14285714,15048
11.85714286,9094
14,3069
9.571428571,2506
7.714285714,2305
12,2252
12.66666667,2473
13.14285714,2600
13.85714286,2498
13.42857143,2704
14.5,2771
14,2399
14.42857143,2299
14.57142857,2441
16.42857143,2265
17,2325
17.28571429,3056
15.85714286,2327
16.42857143,2573
14.25,2635
14.14285714,2335
15.85714286,2101
15.57142857,2141
16.85714286,2324
18.28571429,2804
16.42857143,2740
16.28571429,2891
12.57142857,2834
14.5,2464
12.71428571,2458
11.57142857,2358
13.57142857,2435
11.8,2727
11.57142857,2802
12.85714286,2589
12,2746
9.714285714,2810
6.857142857,3171
4.428571429,2210
8.571428571,2324
6,3670
9.333333333,3681
9.142857143,2533
3.857142857,2081
9.857142857,2314
12,2236
9,3057
11.14285714,2773
11.71428571,3164
12.83333333,3301
12.28571429,3839
11.57142857,4221
12.14285714,16527
11.71428571,8313
11,3360
10.28571429,3154
11.85714286,3088
12.28571429,2826
10,2506
11.42857143,2356
9.285714286,2271
13,2856
15.28571429,2926
13.71428571,2284
14.42857143,2159
14.42857143,2918
16.42857143,2588
17,2600
17.42857143,3653
16.85714286,2485
17,2524
17.6,2588
17.42857143,2257
17.14285714,2212
17.14285714,2217
16.57142857,2292
19,3143
17.57142857,2722
18,2669
16.71428571,2674
16,2641
17.85714286,2784
16,2383
16.42857143,3193
15.16666667,3129
9,3560
13.57142857,2599
10.57142857,2700
9.142857143,3358
15,4356
12.85714286,2571
10.28571429,2749
8.571428571,3293
4.75,4436
8.285714286,4119
10.42857143,3092
8.571428571,3003
10.71428571,2963
12.71428571,3913
8.285714286,2774
12.42857143,3334
10.57142857,3534
7.285714286,3824
11.57142857,4170
12.71428571,12944
13.14285714,8702
13.66666667,3200
11,3535
11,3317
12,3381
11.8,2930
11,3268
12.28571429,2560
12,3088
13.28571429,3280
14,3104
16.14285714,3043
16.85714286,2970
16.42857143,3220
17.66666667,2965
15.85714286,3725
16.85714286,2811
19.28571429,2740
18.16666667,2792
17.57142857,2688
16.71428571,2874
17.42857143,2805
18.85714286,2806
18.5,2906
18,3198
18.28571429,3060
19.14285714,2867
18,2925
16.57142857,3251
19.14285714,2920
17,3095
14.85714286,3103
9,3389
8.285714286,3294
7.142857143,3496
6,3480
3,4740
10.28571429,3349
6.285714286,3632
8.285714286,3920
3.4,4475
10,4413
11,3167
13.14285714,3342
8,3312
13,3170
6.571428571,4049
11.71428571,3468
10,3219
14,3908
11,4926
12.85714286,6929
11,17410
10.8,4121
13.85714286,3552
10.71428571,3815
11.85714286,3248
10.85714286,3345
12.57142857,3112
13.28571429,3503
12.85714286,3151
12.42857143,3260
13.33333333,3655
14.85714286,3484
14,3285
16.14285714,3672
18.6,3030
15.85714286,3773
16.85714286,3326
16.85714286,3073
18.71428571,2918
18,3000
17.14285714,2883
16.85714286,2884
16.71428571,3034
18.25,2793
16.71428571,3164
15.85714286,3288
17,2641
15,2977
14.28571429,3014
15.57142857,3116
14.57142857,3390
16.57142857,3311
16.5,3896
10.71428571,3726
11.14285714,3643
10.71428571,3663
9.75,4732
11.85714286,3301
12.28571429,3431
6.428571429,3537
6.428571429,5489
5,3229
0.285714286,2568
7.285714286,2658
6.2,2493
8.571428571,3691
6.142857143,3780
7.142857143,3934
6.4,4436
10.28571429,4414
10.85714286,6083
11.14285714,19733
11.85714286,9851
14,4103
9.571428571,2935
7.714285714,2715
12,2585
12.66666667,2619
13.14285714,2966
13.85714286,2891
13.42857143,3021
14.5,3335
14,2841
14.42857143,2716
14.57142857,3201
16.42857143,3017
17,2720
17.28571429,3781
15.85714286,2307
16.42857143,2260
14.25,2511
14.14285714,2491
15.85714286,2594
15.57142857,2589
16.85714286,2531
18.28571429,3108
16.42857143,3152
16.28571429,2895
12.57142857,2523
14.5,2507
12.71428571,2531
11.57142857,2408
13.57142857,3445
11.8,2886
11.57142857,3146
12.85714286,2886
12,2789
9.714285714,3032
6.857142857,4323
4.428571429,2482
8.571428571,2678
6,4300
9.333333333,4306
9.142857143,2849
3.857142857,2252
9.857142857,2511
12,2328
9,3589
11.14285714,3235
11.71428571,3522
12.83333333,3627
12.28571429,4611
11.57142857,5114
12.14285714,19826
11.71428571,9141
11,3607
10.28571429,3434
11.85714286,2937
12.28571429,2952
10,2555
11.42857143,2450
9.285714286,2492
13,2775
15.28571429,3002
13.71428571,2694
14.42857143,2552
14.42857143,2939
16.42857143,2756
17,2410
17.42857143,3667
16.85714286,2391
17,2554
17.6,2538
17.42857143,2705
17.14285714,2446
17.14285714,2526
16.57142857,2375
19,3030
17.57142857,2601
18,2323
16.71428571,2745
16,2798
17.85714286,2886
16,2771
16.42857143,2573
15.16666667,2993
9,3751
13.57142857,2762
10.57142857,2525
9.142857143,3325
15,4470
12.85714286,2624
10.28571429,2518
8.571428571,3618
4.75,4395
8.285714286,3582
10.42857143,2232
8.571428571,2517
10.71428571,2228
12.71428571,3517
8.285714286,2580
12.42857143,2869
10.57142857,2930
7.285714286,3395
11.57142857,3395
12.71428571,12980
13.14285714,8320
13.66666667,2661
11,2869
11,2587
12,2475
11.8,2343
11,2991
12.28571429,2206
12,2468
13.28571429,2788
14,2424
16.14285714,2406
16.85714286,2470
16.42857143,2683
17.66666667,2298
15.85714286,3479
16.85714286,2157
19.28571429,2281
18.16666667,2439
17.57142857,2281
16.71428571,2177
17.42857143,2243
18.85714286,2238
18.5,2166
18,2449
18.28571429,2329
19.14285714,2080
18,2291
16.57142857,2295
19.14285714,2164
17,2345
14.85714286,2194
9,2606
8.285714286,2158
7.142857143,2269
6,2665
3,3532
10.28571429,2283
6.285714286,2589
8.285714286,2591
3.4,3396
10,3114
11,1962
13.14285714,2181
8,2034
13,2054
6.571428571,3187
11.71428571,2526
10,2162
14,2562
11,3174
12.85714286,4611
11,13664
10.8,2854
13.85714286,2472
10.71428571,2487
11.85714286,2130
10.85714286,2321
12.57142857,2216
13.28571429,2261
12.85714286,2017
12.42857143,2032
13.33333333,2738
14.85714286,2477
14,2122
16.14285714,2536
18.6,2294
15.85714286,3020
16.85714286,2510
16.85714286,2099
18.71428571,2125
18,2096
17.14285714,2170
16.85714286,2057
16.71428571,2131
18.25,2052
16.71428571,2643
15.85714286,2259
17,2330
15,2371
14.28571429,2225
15.57142857,2293
14.57142857,2415
16.57142857,2434
16.5,2439
10.71428571,2430
11.14285714,2374
10.71428571,2428
9.75,3378
11.85714286,2212
12.28571429,2302
6.428571429,2446
6.428571429,3926
5,1054
0.285714286,852
7.285714286,799
6.2,797
8.571428571,1299
6.142857143,1298
7.142857143,1221
6.4,1334
10.28571429,1785
10.85714286,2058
11.14285714,8010
11.85714286,4321
14,1304
9.571428571,842
7.714285714,928
12,895
12.66666667,825
13.14285714,798
13.85714286,804
13.42857143,711
14.5,980
14,795
14.42857143,871
14.57142857,903
16.42857143,871
17,931
17.28571429,1079
15.85714286,660
16.42857143,699
14.25,732
14.14285714,822
15.85714286,924
15.57142857,967
16.85714286,949
18.28571429,1049
16.42857143,1061
16.28571429,793
12.57142857,792
14.5,837
12.71428571,822
11.57142857,1001
13.57142857,1103
11.8,1039
11.57142857,1032
12.85714286,906
12,841
9.714285714,1061
6.857142857,1510
4.428571429,1093
8.571428571,1216
6,1721
9.333333333,1543
9.142857143,972
3.857142857,946
9.857142857,942
12,917
9,1103
11.14285714,768
11.71428571,684
12.83333333,691
12.28571429,917
11.57142857,1266
12.14285714,4383
11.71428571,963
11,704
10.28571429,657
11.85714286,648
12.28571429,654
10,533
11.42857143,421
9.285714286,480
13,443
15.28571429,599
13.71428571,504
14.42857143,510
14.42857143,571
16.42857143,521
17,500
17.42857143,653
16.85714286,492
17,506
17.6,471
17.42857143,510
17.14285714,652
17.14285714,531
16.57142857,552
19,575
17.57142857,704
18,444
16.71428571,495
16,573
17.85714286,424
16,490
16.42857143,488
15.16666667,554
9,610
13.57142857,558
10.57142857,559
9.142857143,788
15,776
12.85714286,516
10.28571429,538
8.571428571,998
4.75,994
8.285714286,769
10.42857143,598
8.571428571,598
10.71428571,519
12.71428571,686
8.285714286,463
12.42857143,545
10.57142857,526
7.285714286,645
11.57142857,839
12.71428571,4125
13.14285714,810
13.66666667,673
11,660
11,624
12,643
11.8,570
11,769
12.28571429,558
12,569
13.28571429,640
14,509
16.14285714,542
16.85714286,507
16.42857143,573
17.66666667,515
15.85714286,728
16.85714286,514
19.28571429,545
18.16666667,552
17.57142857,507
16.71428571,565
17.42857143,537
18.85714286,480
18.5,481
18,622
18.28571429,440
19.14285714,561
18,489
16.57142857,550
19.14285714,563
17,587
14.85714286,569
9,732
8.285714286,591
7.142857143,651
6,710
3,836
10.28571429,601
6.285714286,642
8.285714286,712
3.4,938
10,845
11,589
13.14285714,629
8,591
13,401
6.571428571,770
11.71428571,608
10,636
14,675
11,578
12.85714286,1186
11,2646
10.8,640
13.85714286,544
10.71428571,536
11.85714286,529
10.85714286,496
12.57142857,542
13.28571429,513
12.85714286,481
12.42857143,520
13.33333333,636
14.85714286,539
14,511
16.14285714,530
18.6,466
15.85714286,696
16.85714286,498
16.85714286,506
18.71428571,484
18,469
17.14285714,520
16.85714286,522
16.71428571,537
18.25,448
16.71428571,539
15.85714286,457
17,537
15,522
14.28571429,479
15.57142857,415
14.57142857,386
16.57142857,389
16.5,432
10.71428571,435
11.14285714,356
10.71428571,610
9.75,747
11.85714286,473
12.28571429,531
6.428571429,605
6.428571429,881
5,3996
0.285714286,3191
7.285714286,3394
6.2,3285
8.571428571,4528
6.142857143,4405
7.142857143,4691
6.4,5558
10.28571429,5682
10.85714286,7190
11.14285714,18107
11.85714286,10402
14,4973
9.571428571,4034
7.714285714,3743
12,3768
12.66666667,3743
13.14285714,3920
13.85714286,3808
13.42857143,3962
14.5,4506
14,4026
14.42857143,3659
14.57142857,3999
16.42857143,3706
17,3802
17.28571429,5012
15.85714286,3403
16.42857143,3405
14.25,3451
14.14285714,3479
15.85714286,3613
15.57142857,3439
16.85714286,3575
18.28571429,3908
16.42857143,3954
16.28571429,3571
12.57142857,3334
14.5,3518
12.71428571,3511
11.57142857,3530
13.57142857,3476
11.8,3658
11.57142857,3743
12.85714286,3551
12,3780
9.714285714,4199
6.857142857,5492
4.428571429,3470
8.571428571,3906
6,5109
9.333333333,5524
9.142857143,4300
3.857142857,3334
9.857142857,3313
12,3259
9,4121
11.14285714,4733
11.71428571,4925
12.83333333,5050
12.28571429,6405
11.57142857,7109
12.14285714,20211
11.71428571,10298
11,5478
10.28571429,5483
11.85714286,4393
12.28571429,3970
10,3428
11.42857143,3517
9.285714286,3371
13,3578
15.28571429,4105
13.71428571,3647
14.42857143,3577
14.42857143,3928
16.42857143,3619
17,3355
17.42857143,4561
16.85714286,3447
17,3238
17.6,3576
17.42857143,3317
17.14285714,3394
17.14285714,3230
16.57142857,3168
19,3969
17.57142857,3614
18,3316
16.71428571,3530
16,3694
17.85714286,3810
16,3646
16.42857143,3255
15.16666667,3746
9,4070
13.57142857,3606
10.57142857,3417
9.142857143,4327
15,6034
12.85714286,3658
10.28571429,4043
8.571428571,5076
4.75,6384
8.285714286,4874
10.42857143,3292
8.571428571,3652
10.71428571,3453
12.71428571,4122
8.285714286,4017
12.42857143,3927
10.57142857,4032
7.285714286,4830
11.57142857,5455
12.71428571,16018
13.14285714,9768
13.66666667,4357
11,4648
11,4144
12,3968
11.8,4065
11,4595
12.28571429,3675
12,3888
13.28571429,4486
14,4377
16.14285714,4049
16.85714286,3947
16.42857143,4202
17.66666667,4115
15.85714286,5431
16.85714286,3841
19.28571429,3858
18.16666667,4097
17.57142857,4163
16.71428571,4064
17.42857143,4059
18.85714286,3961
18.5,3845
18,4156
18.28571429,4072
19.14285714,3685
18,3842
16.57142857,3951
19.14285714,3961
17,3865
14.85714286,3840
9,4242
8.285714286,3843
7.142857143,3944
6,4446
3,5713
10.28571429,3818
6.285714286,3997
8.285714286,4263
3.4,5463
10,4830
11,3328
13.14285714,3510
8,3494
13,3376
6.571428571,4242
11.71428571,3862
10,3594
14,3980
11,5090
12.85714286,6381
11,15885
10.8,4716
13.85714286,3903
10.71428571,3909
11.85714286,3747
10.85714286,3733
12.57142857,3843
13.28571429,3822
12.85714286,3530
12.42857143,3709
13.33333333,4297
14.85714286,4223
14,3899
16.14285714,3994
18.6,3808
15.85714286,4669
16.85714286,4240
16.85714286,3737
18.71428571,3804
18,3737
17.14285714,3904
16.85714286,3800
16.71428571,3927
18.25,3583
16.71428571,4092
15.85714286,4031
17,3760
15,3910
14.28571429,3846
15.57142857,3797
14.57142857,3984
16.57142857,3924
16.5,4117
10.71428571,3939
11.14285714,3939
10.71428571,4083
9.75,5401
11.85714286,3635
12.28571429,3629
6.428571429,3788
6.428571429,5588
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,
13.57142857,
11.8,
11.57142857,
12.85714286,
12,
9.714285714,
6.857142857,
4.428571429,
8.571428571,
6,
9.333333333,
9.142857143,
3.857142857,
9.857142857,
12,
9,
11.14285714,
11.71428571,
12.83333333,
12.28571429,
11.57142857,
12.14285714,
11.71428571,
11,
10.28571429,
11.85714286,
12.28571429,
10,
11.42857143,
9.285714286,
13,
15.28571429,
13.71428571,
14.42857143,
14.42857143,
16.42857143,
17,
17.42857143,
16.85714286,
17,
17.6,
17.42857143,
17.14285714,
17.14285714,
16.57142857,
19,
17.57142857,
18,
16.71428571,
16,
17.85714286,
16,
16.42857143,
15.16666667,
9,
13.57142857,
10.57142857,
9.142857143,
15,
12.85714286,
10.28571429,
8.571428571,
4.75,
8.285714286,
10.42857143,
8.571428571,
10.71428571,
12.71428571,
8.285714286,
12.42857143,
10.57142857,
7.285714286,
11.57142857,
12.71428571,
13.14285714,
13.66666667,
11,
11,
12,
11.8,
11,
12.28571429,
12,
13.28571429,
14,
16.14285714,
16.85714286,
16.42857143,
17.66666667,
15.85714286,
16.85714286,
19.28571429,
18.16666667,
17.57142857,
16.71428571,
17.42857143,
18.85714286,
18.5,
18,
18.28571429,
19.14285714,
18,
16.57142857,2
19.14285714,176
17,266
14.85714286,336
9,429
8.285714286,461
7.142857143,693
6,1192
3,1651
10.28571429,1211
6.285714286,1444
8.285714286,1532
3.4,2001
10,1879
11,1353
13.14285714,1398
8,1371
13,1343
6.571428571,1952
11.71428571,1894
10,2090
14,2301
11,2904
12.85714286,3477
11,6765
10.8,2583
13.85714286,2146
10.71428571,1957
11.85714286,1758
10.85714286,1687
12.57142857,1434
13.28571429,1560
12.85714286,1551
12.42857143,1483
13.33333333,1753
14.85714286,1521
14,1542
16.14285714,1534
18.6,1526
15.85714286,1886
16.85714286,1858
16.85714286,1678
18.71428571,1472
18,1532
17.14285714,1221
16.85714286,1377
16.71428571,1324
18.25,1221
16.71428571,1399
15.85714286,1340
17,1262
15,1266
14.28571429,1133
15.57142857,1160
14.57142857,1236
16.57142857,1208
16.5,1132
10.71428571,1134
11.14285714,1129
10.71428571,1077
9.75,1420
11.85714286,888
12.28571429,989
6.428571429,968
6.428571429,1271
5,2663
0.285714286,2656
7.285714286,2973
6.2,2705
8.571428571,3484
6.142857143,2968
7.142857143,3058
6.4,2998
10.28571429,3516
10.85714286,3318
11.14285714,3946
11.85714286,3655
14,4196
9.571428571,3538
7.714285714,3638
12,3749
12.66666667,3781
13.14285714,3609
13.85714286,3459
13.42857143,3456
14.5,4319
14,3726
14.42857143,3854
14.57142857,4235
16.42857143,3884
17,4267
17.28571429,4879
15.85714286,4100
16.42857143,3692
14.25,3738
14.14285714,3813
15.85714286,3652
15.57142857,3809
16.85714286,3887
18.28571429,4589
16.42857143,3866
16.28571429,4068
12.57142857,3382
14.5,3503
12.71428571,3539
11.57142857,3289
13.57142857,3346
11.8,3335
11.57142857,3304
12.85714286,2924
12,3121
9.714285714,3054
6.857142857,3605
4.428571429,2562
8.571428571,2734
6,4025
9.333333333,3765
9.142857143,2687
3.857142857,2921
9.857142857,3421
12,2939
9,3912
11.14285714,2908
11.71428571,3359
12.83333333,3232
12.28571429,3181
11.57142857,3713
12.14285714,4065
11.71428571,3836
11,3497
10.28571429,3829
11.85714286,3939
12.28571429,4382
10,3475
11.42857143,3976
9.285714286,3558
13,4260
15.28571429,4687
13.71428571,3974
14.42857143,4069
14.42857143,4354
16.42857143,4136
17,4315
17.42857143,5492
16.85714286,4214
17,3701
17.6,4282
17.42857143,4048
17.14285714,4069
17.14285714,4338
16.57142857,3913
19,4849
17.57142857,4152
18,4203
16.71428571,3949
16,4067
17.85714286,4315
16,4119
16.42857143,3976
15.16666667,3817
9,4116
13.57142857,3821
10.57142857,3546
9.142857143,4137
15,4599
12.85714286,3296
10.28571429,3337
8.571428571,3643
4.75,3545
8.285714286,3383
10.42857143,3277
8.571428571,3612
10.71428571,3515
12.71428571,4674
8.285714286,3746
12.42857143,4117
10.57142857,3667
7.285714286,3604
11.57142857,3990
12.71428571,4295
13.14285714,3999
13.66666667,4128
11,4365
11,3475
12,4089
11.8,3752
11,4675
12.28571429,3621
12,2924
13.28571429,3362
14,3935
16.14285714,4101
16.85714286,4236
16.42857143,4774
17.66666667,4229
15.85714286,5573
16.85714286,4345
19.28571429,4181
18.16666667,4054
17.57142857,4496
16.71428571,4531
17.42857143,4559
18.85714286,4274
18.5,4527
18,4711
18.28571429,4599
19.14285714,4383
18,4369
16.57142857,4356
19.14285714,4565
17,4274
14.85714286,4187
9,4517
8.285714286,3770
7.142857143,3917
6,4307
3,4330
10.28571429,3660
6.285714286,3514
8.285714286,3953
3.4,4145
10,4266
11,3347
13.14285714,3733
8,3545
13,3462
6.571428571,4787
11.71428571,4178
10,3947
14,4364
11,3847
12.85714286,3845
11,4102
10.8,4398
13.85714286,3771
10.71428571,3399
11.85714286,4037
10.85714286,3948
12.57142857,3774
13.28571429,3653
12.85714286,4061
12.42857143,3757
13.33333333,4653
14.85714286,4286
14,4034
16.14285714,4882
18.6,4565
15.85714286,5941
16.85714286,4424
16.85714286,4282
18.71428571,4469
18,4570
17.14285714,4388
16.85714286,4663
16.71428571,4300
18.25,3822
16.71428571,4746
15.85714286,4290
17,3984
15,4402
14.28571429,4061
15.57142857,3847
14.57142857,3886
16.57142857,3796
16.5,3830
10.71428571,3423
11.14285714,3559
10.71428571,3552
9.75,3506
11.85714286,2631
12.28571429,2884
6.428571429,2910
6.428571429,3855
5,
0.285714286,
7.285714286,
6.2,
8.571428571,
6.142857143,
7.142857143,
6.4,
10.28571429,
10.85714286,
11.14285714,
11.85714286,
14,
9.571428571,
7.714285714,
12,
12.66666667,
13.14285714,
13.85714286,
13.42857143,
14.5,
14,
14.42857143,
14.57142857,
16.42857143,
17,
17.28571429,
15.85714286,
16.42857143,
14.25,
14.14285714,
15.85714286,
15.57142857,
16.85714286,
18.28571429,
16.42857143,
16.28571429,
12.57142857,
14.5,
12.71428571,
11.57142857,
13.57142857,
11.8,
11.57142857,
12.85714286,
12,
9.714285714,
6.857142857,
4.428571429,
8.571428571,
6,
9.333333333,
9.142857143,
3.857142857,
9.857142857,
12,
9,
11.14285714,
11.71428571,
12.83333333,
12.28571429,
11.57142857,26
12.14285714,251
11.71428571,475
11,674
10.28571429,639
11.85714286,788
12.28571429,747
10,587
11.42857143,559
9.285714286,712
13,569
15.28571429,628
13.71428571,491
14.42857143,916
14.42857143,820
16.42857143,484
17,468
17.42857143,607
16.85714286,476
17,454
17.6,373
17.42857143,377
17.14285714,752
17.14285714,887
16.57142857,871
19,465
17.57142857,105
18,655
16.71428571,893
16,676
17.85714286,770
16,953
16.42857143,972
15.16666667,1040
9,949
13.57142857,909
10.57142857,955
9.142857143,1154
15,1166
12.85714286,818
10.28571429,795
8.571428571,1024
4.75,1169
8.285714286,1000
10.42857143,948
8.571428571,1170
10.71428571,980
12.71428571,1226
8.285714286,881
12.42857143,946
10.57142857,958
7.285714286,1185
11.57142857,1016
12.71428571,1096
13.14285714,1048
13.66666667,1087
11,1774
11,1178
12,1048
11.8,1073
11,1088
12.28571429,1037
12,1042
13.28571429,1285
14,1049
16.14285714,1016
16.85714286,1085
16.42857143,1343
17.66666667,1169
15.85714286,1402
16.85714286,883
19.28571429,935
18.16666667,999
17.57142857,1131
16.71428571,948
17.42857143,972
18.85714286,892
18.5,872
18,1311
18.28571429,1043
19.14285714,1044
18,1088
16.57142857,1111
19.14285714,1129
17,1087
14.85714286,1162
9,1262
8.285714286,1139
7.142857143,1139
6,1273
3,1598
10.28571429,1020
6.285714286,1209
8.285714286,1220
3.4,1680
10,1494
11,1114
13.14285714,1305
8,1286
13,1250
6.571428571,1803
11.71428571,1402
10,1139
14,1057
11,1104
12.85714286,1135
11,1376
10.8,1397
13.85714286,1306
10.71428571,1182
11.85714286,1190
10.85714286,1113
12.57142857,1001
13.28571429,891
12.85714286,1006
12.42857143,902
13.33333333,1123
14.85714286,943
14,900
16.14285714,1016
18.6,833
15.85714286,1185
16.85714286,1017
16.85714286,1011
18.71428571,857
18,775
17.14285714,850
16.85714286,897
16.71428571,955
18.25,829
16.71428571,1016
15.85714286,822
17,853
15,699
14.28571429,815
15.57142857,869
14.57142857,976
16.57142857,853
16.5,907
10.71428571,794
11.14285714,944
10.71428571,922
9.75,1093
11.85714286,727
12.28571429,742
6.428571429,812
6.428571429,1182
5,1269
0.285714286,1240
7.285714286,1444
6.2,1198
8.571428571,2230
6.142857143,1276
7.142857143,1342
6.4,1208
10.28571429,1400
10.85714286,1262
11.14285714,1476
11.85714286,1491
14,1858
9.571428571,1344
7.714285714,1284
12,1413
12.66666667,1470
13.14285714,1447
13.85714286,2164
13.42857143,1430
14.5,2246
14,1525
14.42857143,1434
14.57142857,1540
16.42857143,1294
17,1367
17.28571429,2163
15.85714286,1218
16.42857143,1117
14.25,1056
14.14285714,1103
15.85714286,1274
15.57142857,1687
16.85714286,1074
18.28571429,1341
16.42857143,979
16.28571429,1335
12.57142857,1433
14.5,1363
12.71428571,1276
11.57142857,1396
13.57142857,1469
11.8,1242
11.57142857,1296
12.85714286,1214
12,1713
9.714285714,1700
6.857142857,2345
4.428571429,955
8.571428571,1184
6,2409
9.333333333,2253
9.142857143,1398
3.857142857,1676
9.857142857,1860
12,1625
9,2644
11.14285714,1243
11.71428571,1192
12.83333333,998
12.28571429,946
11.57142857,1117
12.14285714,1254
11.71428571,1136
11,1090
10.28571429,1403
11.85714286,1997
12.28571429,2167
10,1586
11.42857143,1796
9.285714286,1782
13,1862
15.28571429,2809
13.71428571,1721
14.42857143,1592
14.42857143,1771
16.42857143,1490
17,2144
17.42857143,3419
16.85714286,1641
17,1557
17.6,1414
17.42857143,1519
17.14285714,1429
17.14285714,1531
16.57142857,1521
19,2027
17.57142857,1473
18,1469
16.71428571,1345
16,1284
17.85714286,1476
16,1407
16.42857143,1363
15.16666667,1492
9,1394
13.57142857,1301
10.57142857,1238
9.142857143,1911
15,2384
12.85714286,990
10.28571429,1382
8.571428571,2038
4.75,2422
8.285714286,1898
10.42857143,977
8.571428571,1514
10.71428571,1052
12.71428571,2890
8.285714286,1106
12.42857143,1199
10.57142857,1088
7.285714286,1030
11.57142857,1164
12.71428571,1657
13.14285714,1396
13.66666667,1330
11,1507
11,1177
12,1286
11.8,1505
11,2324
12.28571429,1529
12,1418
13.28571429,2042
14,1528
16.14285714,1725
16.85714286,1734
16.42857143,1988
17.66666667,1670
15.85714286,3518
16.85714286,1331
19.28571429,1251
18.16666667,1363
17.57142857,1387
16.71428571,1084
17.42857143,1168
18.85714286,1122
18.5,1992
18,2652
18.28571429,1355
19.14285714,1098
18,1157
16.57142857,1102
19.14285714,1170
17,1051
14.85714286,1117
9,1376
8.285714286,1460
7.142857143,2672
6,3143
3,3199
10.28571429,1792
6.285714286,2145
8.285714286,3423
3.4,3818
10,3468
11,1241
13.14285714,1399
8,1409
13,1980
6.571428571,3555
11.71428571,1992
10,1463
14,1305
11,1576
12.85714286,1904
11,2101
10.8,2556
13.85714286,2092
10.71428571,1551
11.85714286,1446
10.85714286,1367
12.57142857,1754
13.28571429,1987
12.85714286,1853
12.42857143,2030
13.33333333,3043
14.85714286,2101
14,1636
16.14285714,2031
18.6,1567
15.85714286,3016
16.85714286,1563
16.85714286,1426
18.71428571,1541
18,1412
17.14285714,1388
16.85714286,1517
16.71428571,1494
18.25,1268
16.71428571,1789
15.85714286,1253
17,1314
15,1223
14.28571429,1264
15.57142857,1287
14.57142857,1407
16.57142857,1288
16.5,1484
10.71428571,1329
11.14285714,1411
10.71428571,1673
9.75,2169
11.85714286,1127
12.28571429,1256
6.428571429,1460
6.428571429,2281
5,1991
0.285714286,1879
7.285714286,2088
6.2,2020
8.571428571,2878
6.142857143,2692
7.142857143,2303
6.4,2047
10.28571429,2254
10.85714286,2216
11.14285714,2569
11.85714286,2350
14,2739
9.571428571,2442
7.714285714,2429
12,2334
12.66666667,2322
13.14285714,2289
13.85714286,2262
13.42857143,2383
14.5,2682
14,2638
14.42857143,2367
14.57142857,2915
16.42857143,2627
17,2633
17.28571429,3583
15.85714286,2119
16.42857143,2338
14.25,2267
14.14285714,2373
15.85714286,2362
15.57142857,2338
16.85714286,2488
18.28571429,2886
16.42857143,2538
16.28571429,2275
12.57142857,1934
14.5,2078
12.71428571,2233
11.57142857,2059
13.57142857,2067
11.8,2151
11.57142857,2224
12.85714286,2176
12,2093
9.714285714,2371
6.857142857,3234
4.428571429,1711
8.571428571,1908
6,3206
9.333333333,3381
9.142857143,2120
3.857142857,1826
9.857142857,2039
12,1796
9,2882
11.14285714,2081
11.71428571,2316
12.83333333,2038
12.28571429,1919
11.57142857,2312
12.14285714,2438
11.71428571,2564
11,2447
10.28571429,2781
11.85714286,3358
12.28571429,3970
10,2803
11.42857143,2571
9.285714286,2536
13,2801
15.28571429,3014
13.71428571,2897
14.42857143,3589
14.42857143,3481
16.42857143,2986
17,2720
17.42857143,4020
16.85714286,2583
17,2522
17.6,2841
17.42857143,2467
17.14285714,3018
17.14285714,3286
16.57142857,3379
19,4678
17.57142857,3605
18,3367
16.71428571,2927
16,2754
17.85714286,3060
16,3336
16.42857143,2975
15.16666667,3206
9,3417
13.57142857,2727
10.57142857,2416
9.142857143,2955
15,3843
12.85714286,1952
10.28571429,2160
8.571428571,2671
4.75,3121
8.285714286,3068
10.42857143,2068
8.571428571,2490
10.71428571,2202
12.71428571,3222
8.285714286,2176
12.42857143,2503
10.57142857,2098
7.285714286,2430
11.57142857,2594
12.71428571,2870
13.14285714,2723
13.66666667,3078
11,3783
11,3032
12,2934
11.8,2491
11,3242
12.28571429,2433
12,2477
13.28571429,2973
14,2618
16.14285714,2385
16.85714286,2589
16.42857143,3339
17.66666667,2609
15.85714286,3863
16.85714286,2203
19.28571429,2147
18.16666667,2457
17.57142857,2208
16.71428571,2335
17.42857143,2451
18.85714286,2416
18.5,2398
18,2897
18.28571429,2393
19.14285714,2377
18,2449
16.57142857,2413
19.14285714,2813
17,2724
14.85714286,2661
9,3082
8.285714286,1939
7.142857143,1921
6,2070
3,2770
10.28571429,1625
6.285714286,1632
8.285714286,1879
3.4,2420
10,2362
11,1430
13.14285714,1556
8,1686
13,1802
6.571428571,2838
11.71428571,2233
10,1608
14,1793
11,1749
12.85714286,1858
11,2235
10.8,2409
13.85714286,2061
10.71428571,1742
11.85714286,2111
10.85714286,2074
12.57142857,1705
